Month,Day,Hour,PostCode,Count of temporal_spatial
5,12,6.01,EH1,1
5,16,6.01,EH1,5
5,17,6.01,EH1,2
5,18,6.01,EH1,2
5,19,6.01,EH1,5
5,20,6.01,EH1,5
5,21,6.01,EH1,5
5,22,6.01,EH1,3
5,23,6.01,EH1,3
5,24,6.01,EH1,2
5,25,6.01,EH1,1
5,26,6.01,EH1,3
5,27,6.01,EH1,6
5,28,6.01,EH1,8
5,29,6.01,EH1,5
5,30,6.01,EH1,7
5,31,6.01,EH1,4
5,50,6.01,EH1,1
5,60,6.01,EH1,1
5,70,6.01,EH1,1
5,80,6.01,EH1,1
5,90,6.01,EH1,1
5,10,7.01,EH1,1
5,12,7.01,EH1,6
5,13,7.01,EH1,7
5,14,7.01,EH1,6
5,15,7.01,EH1,2
5,16,7.01,EH1,10
5,17,7.01,EH1,2
5,18,7.01,EH1,4
5,19,7.01,EH1,10
5,20,7.01,EH1,22
5,21,7.01,EH1,21
5,22,7.01,EH1,22
5,23,7.01,EH1,20
5,24,7.01,EH1,2
5,25,7.01,EH1,3
5,26,7.01,EH1,17
5,27,7.01,EH1,17
5,28,7.01,EH1,22
5,29,7.01,EH1,20
5,30,7.01,EH1,10
5,31,7.01,EH1,8
5,60,7.01,EH1,2
5,90,7.01,EH1,2
5,10,8.01,EH1,4
5,12,8.01,EH1,8
5,13,8.01,EH1,12
5,14,8.01,EH1,20
5,15,8.01,EH1,12
5,16,8.01,EH1,20
5,17,8.01,EH1,11
5,18,8.01,EH1,2
5,19,8.01,EH1,28
5,20,8.01,EH1,24
5,21,8.01,EH1,28
5,22,8.01,EH1,30
5,23,8.01,EH1,23
5,24,8.01,EH1,9
5,25,8.01,EH1,3
5,26,8.01,EH1,22
5,27,8.01,EH1,17
5,28,8.01,EH1,12
5,29,8.01,EH1,30
5,30,8.01,EH1,23
5,31,8.01,EH1,13
5,50,8.01,EH1,2
5,60,8.01,EH1,1
5,70,8.01,EH1,1
5,80,8.01,EH1,2
5,90,8.01,EH1,3
5,10,9.01,EH1,12
5,11,9.01,EH1,7
5,12,9.01,EH1,15
5,13,9.01,EH1,20
5,14,9.01,EH1,15
5,15,9.01,EH1,15
5,16,9.01,EH1,22
5,17,9.01,EH1,40
5,18,9.01,EH1,45
5,19,9.01,EH1,41
5,20,9.01,EH1,37
5,21,9.01,EH1,66
5,22,9.01,EH1,69
5,23,9.01,EH1,62
5,24,9.01,EH1,58
5,25,9.01,EH1,36
5,26,9.01,EH1,46
5,27,9.01,EH1,66
5,28,9.01,EH1,50
5,29,9.01,EH1,52
5,30,9.01,EH1,60
5,31,9.01,EH1,77
5,50,9.01,EH1,1
5,60,9.01,EH1,3
5,70,9.01,EH1,7
5,80,9.01,EH1,6
5,90,9.01,EH1,12
5,10,12.01,EH1,16
5,11,12.01,EH1,10
5,12,12.01,EH1,16
5,13,12.01,EH1,15
5,14,12.01,EH1,9
5,15,12.01,EH1,16
5,16,12.01,EH1,40
5,17,12.01,EH1,42
5,18,12.01,EH1,24
5,19,12.01,EH1,30
5,20,12.01,EH1,41
5,21,12.01,EH1,29
5,22,12.01,EH1,40
5,23,12.01,EH1,30
5,24,12.01,EH1,55
5,25,12.01,EH1,25
5,26,12.01,EH1,32
5,27,12.01,EH1,44
5,28,12.01,EH1,38
5,29,12.01,EH1,39
5,30,12.01,EH1,43
5,31,12.01,EH1,61
5,50,12.01,EH1,1
5,60,12.01,EH1,5
5,70,12.01,EH1,3
5,80,12.01,EH1,2
5,90,12.01,EH1,6
5,10,15.01,EH1,11
5,11,15.01,EH1,5
5,12,15.01,EH1,16
5,13,15.01,EH1,11
5,14,15.01,EH1,11
5,15,15.01,EH1,18
5,16,15.01,EH1,25
5,17,15.01,EH1,22
5,18,15.01,EH1,19
5,19,15.01,EH1,37
5,20,15.01,EH1,34
5,21,15.01,EH1,50
5,22,15.01,EH1,49
5,23,15.01,EH1,30
5,24,15.01,EH1,18
5,25,15.01,EH1,11
5,26,15.01,EH1,23
5,27,15.01,EH1,35
5,28,15.01,EH1,43
5,29,15.01,EH1,28
5,30,15.01,EH1,27
5,31,15.01,EH1,47
5,50,15.01,EH1,2
5,60,15.01,EH1,5
5,70,15.01,EH1,8
5,80,15.01,EH1,9
5,90,15.01,EH1,7
5,10,17.01,EH1,2
5,11,17.01,EH1,1
5,12,17.01,EH1,5
5,13,17.01,EH1,6
5,14,17.01,EH1,4
5,15,17.01,EH1,10
5,16,17.01,EH1,13
5,17,17.01,EH1,12
5,18,17.01,EH1,7
5,19,17.01,EH1,14
5,20,17.01,EH1,20
5,21,17.01,EH1,23
5,22,17.01,EH1,19
5,23,17.01,EH1,15
5,24,17.01,EH1,10
5,25,17.01,EH1,4
5,26,17.01,EH1,16
5,27,17.01,EH1,8
5,28,17.01,EH1,15
5,29,17.01,EH1,14
5,30,17.01,EH1,14
5,31,17.01,EH1,22
5,70,17.01,EH1,1
5,80,17.01,EH1,3
5,90,17.01,EH1,2
5,10,18.01,EH1,8
5,11,18.01,EH1,1
5,12,18.01,EH1,3
5,13,18.01,EH1,5
5,14,18.01,EH1,4
5,15,18.01,EH1,4
5,16,18.01,EH1,5
5,17,18.01,EH1,6
5,18,18.01,EH1,12
5,19,18.01,EH1,4
5,20,18.01,EH1,5
5,21,18.01,EH1,6
5,22,18.01,EH1,5
5,23,18.01,EH1,8
5,24,18.01,EH1,4
5,25,18.01,EH1,3
5,26,18.01,EH1,9
5,27,18.01,EH1,8
5,28,18.01,EH1,7
5,29,18.01,EH1,7
5,30,18.01,EH1,11
5,31,18.01,EH1,21
5,50,18.01,EH1,2
5,60,18.01,EH1,2
5,70,18.01,EH1,4
5,80,18.01,EH1,2
5,90,18.01,EH1,6
5,10,19.01,EH1,6
5,11,19.01,EH1,5
5,12,19.01,EH1,7
5,13,19.01,EH1,9
5,14,19.01,EH1,9
5,15,19.01,EH1,7
5,16,19.01,EH1,9
5,17,19.01,EH1,25
5,18,19.01,EH1,9
5,19,19.01,EH1,19
5,20,19.01,EH1,20
5,21,19.01,EH1,23
5,22,19.01,EH1,27
5,23,19.01,EH1,20
5,24,19.01,EH1,11
5,25,19.01,EH1,9
5,26,19.01,EH1,17
5,27,19.01,EH1,17
5,28,19.01,EH1,13
5,29,19.01,EH1,14
5,30,19.01,EH1,18
5,31,19.01,EH1,36
5,50,19.01,EH1,1
5,60,19.01,EH1,7
5,70,19.01,EH1,2
5,80,19.01,EH1,5
5,90,19.01,EH1,5
5,11,12am,EH1,1
5,15,12am,EH1,1
5,16,12am,EH1,3
5,17,12am,EH1,2
5,18,12am,EH1,1
5,19,12am,EH1,5
5,20,12am,EH1,6
5,21,12am,EH1,5
5,22,12am,EH1,9
5,23,12am,EH1,5
5,24,12am,EH1,3
5,25,12am,EH1,2
5,26,12am,EH1,3
5,27,12am,EH1,5
5,28,12am,EH1,6
5,29,12am,EH1,9
5,30,12am,EH1,10
5,31,12am,EH1,4
5,50,12am,EH1,1
5,60,12am,EH1,1
5,70,12am,EH1,1
5,80,12am,EH1,1
5,90,12am,EH1,1
5,22,6.01,EH2,1
5,23,6.01,EH2,1
5,26,6.01,EH2,2
5,30,6.01,EH2,1
5,16,7.01,EH2,2
5,19,7.01,EH2,1
5,20,7.01,EH2,2
5,21,7.01,EH2,1
5,23,7.01,EH2,2
5,26,7.01,EH2,1
5,27,7.01,EH2,2
5,28,7.01,EH2,3
5,29,7.01,EH2,2
5,30,7.01,EH2,3
5,50,7.01,EH2,1
5,13,8.01,EH2,1
5,15,8.01,EH2,1
5,17,8.01,EH2,2
5,19,8.01,EH2,1
5,20,8.01,EH2,4
5,21,8.01,EH2,2
5,22,8.01,EH2,1
5,23,8.01,EH2,2
5,24,8.01,EH2,1
5,26,8.01,EH2,3
5,27,8.01,EH2,4
5,29,8.01,EH2,2
5,30,8.01,EH2,3
5,60,8.01,EH2,1
5,90,8.01,EH2,1
5,10,9.01,EH2,2
5,11,9.01,EH2,2
5,12,9.01,EH2,1
5,13,9.01,EH2,1
5,15,9.01,EH2,2
5,17,9.01,EH2,3
5,18,9.01,EH2,4
5,19,9.01,EH2,4
5,20,9.01,EH2,7
5,21,9.01,EH2,2
5,22,9.01,EH2,5
5,23,9.01,EH2,5
5,24,9.01,EH2,6
5,25,9.01,EH2,5
5,27,9.01,EH2,3
5,28,9.01,EH2,3
5,29,9.01,EH2,3
5,30,9.01,EH2,5
5,31,9.01,EH2,15
5,50,9.01,EH2,1
5,10,12.01,EH2,1
5,11,12.01,EH2,1
5,14,12.01,EH2,3
5,15,12.01,EH2,3
5,16,12.01,EH2,1
5,17,12.01,EH2,2
5,19,12.01,EH2,5
5,20,12.01,EH2,1
5,21,12.01,EH2,3
5,22,12.01,EH2,4
5,23,12.01,EH2,5
5,24,12.01,EH2,5
5,25,12.01,EH2,6
5,26,12.01,EH2,5
5,27,12.01,EH2,2
5,28,12.01,EH2,9
5,29,12.01,EH2,7
5,30,12.01,EH2,3
5,31,12.01,EH2,11
5,70,12.01,EH2,1
5,10,15.01,EH2,1
5,11,15.01,EH2,1
5,12,15.01,EH2,2
5,15,15.01,EH2,2
5,16,15.01,EH2,4
5,17,15.01,EH2,3
5,18,15.01,EH2,2
5,19,15.01,EH2,4
5,20,15.01,EH2,4
5,21,15.01,EH2,4
5,22,15.01,EH2,6
5,23,15.01,EH2,3
5,24,15.01,EH2,1
5,25,15.01,EH2,2
5,26,15.01,EH2,4
5,27,15.01,EH2,1
5,28,15.01,EH2,8
5,29,15.01,EH2,4
5,30,15.01,EH2,7
5,31,15.01,EH2,5
5,50,15.01,EH2,1
5,60,15.01,EH2,1
5,70,15.01,EH2,1
5,90,15.01,EH2,1
5,19,17.01,EH2,2
5,21,17.01,EH2,1
5,22,17.01,EH2,2
5,23,17.01,EH2,2
5,24,17.01,EH2,1
5,26,17.01,EH2,3
5,28,17.01,EH2,3
5,29,17.01,EH2,1
5,30,17.01,EH2,2
5,31,17.01,EH2,3
5,10,18.01,EH2,1
5,14,18.01,EH2,1
5,15,18.01,EH2,1
5,16,18.01,EH2,1
5,22,18.01,EH2,1
5,23,18.01,EH2,1
5,25,18.01,EH2,1
5,27,18.01,EH2,1
5,31,18.01,EH2,4
5,12,19.01,EH2,1
5,13,19.01,EH2,1
5,16,19.01,EH2,2
5,17,19.01,EH2,2
5,18,19.01,EH2,2
5,20,19.01,EH2,3
5,21,19.01,EH2,4
5,22,19.01,EH2,4
5,25,19.01,EH2,1
5,26,19.01,EH2,1
5,27,19.01,EH2,2
5,30,19.01,EH2,3
5,31,19.01,EH2,4
5,80,19.01,EH2,1
5,90,19.01,EH2,1
5,16,12am,EH2,2
5,21,12am,EH2,2
5,22,12am,EH2,1
5,26,12am,EH2,2
5,29,12am,EH2,1
5,31,12am,EH2,4
5,22,6.01,EH3,1
5,23,6.01,EH3,1
5,26,6.01,EH3,1
5,19,7.01,EH3,1
5,20,7.01,EH3,3
5,21,7.01,EH3,1
5,22,7.01,EH3,4
5,23,7.01,EH3,2
5,26,7.01,EH3,1
5,27,7.01,EH3,2
5,28,7.01,EH3,1
5,29,7.01,EH3,2
5,30,7.01,EH3,6
5,15,8.01,EH3,1
5,16,8.01,EH3,1
5,17,8.01,EH3,1
5,18,8.01,EH3,1
5,19,8.01,EH3,1
5,21,8.01,EH3,1
5,26,8.01,EH3,1
5,27,8.01,EH3,5
5,28,8.01,EH3,8
5,29,8.01,EH3,5
5,30,8.01,EH3,3
5,31,8.01,EH3,2
5,70,8.01,EH3,1
5,14,9.01,EH3,1
5,15,9.01,EH3,1
5,16,9.01,EH3,2
5,17,9.01,EH3,3
5,18,9.01,EH3,2
5,19,9.01,EH3,2
5,20,9.01,EH3,6
5,21,9.01,EH3,3
5,22,9.01,EH3,3
5,23,9.01,EH3,5
5,24,9.01,EH3,6
5,25,9.01,EH3,5
5,26,9.01,EH3,1
5,27,9.01,EH3,6
5,28,9.01,EH3,7
5,29,9.01,EH3,4
5,30,9.01,EH3,14
5,31,9.01,EH3,11
5,60,9.01,EH3,1
5,16,12.01,EH3,2
5,17,12.01,EH3,3
5,19,12.01,EH3,3
5,20,12.01,EH3,1
5,21,12.01,EH3,1
5,22,12.01,EH3,2
5,24,12.01,EH3,6
5,25,12.01,EH3,5
5,27,12.01,EH3,3
5,28,12.01,EH3,12
5,29,12.01,EH3,6
5,30,12.01,EH3,7
5,31,12.01,EH3,8
5,70,12.01,EH3,1
5,14,15.01,EH3,2
5,16,15.01,EH3,2
5,17,15.01,EH3,1
5,18,15.01,EH3,1
5,19,15.01,EH3,5
5,20,15.01,EH3,2
5,21,15.01,EH3,3
5,22,15.01,EH3,1
5,23,15.01,EH3,4
5,24,15.01,EH3,4
5,26,15.01,EH3,1
5,27,15.01,EH3,5
5,28,15.01,EH3,7
5,29,15.01,EH3,5
5,30,15.01,EH3,6
5,31,15.01,EH3,6
5,60,15.01,EH3,1
5,13,17.01,EH3,1
5,15,17.01,EH3,2
5,16,17.01,EH3,1
5,17,17.01,EH3,1
5,21,17.01,EH3,1
5,22,17.01,EH3,1
5,25,17.01,EH3,1
5,26,17.01,EH3,1
5,27,17.01,EH3,1
5,28,17.01,EH3,1
5,29,17.01,EH3,4
5,30,17.01,EH3,3
5,31,17.01,EH3,4
5,21,18.01,EH3,1
5,22,18.01,EH3,1
5,23,18.01,EH3,1
5,24,18.01,EH3,1
5,26,18.01,EH3,2
5,27,18.01,EH3,2
5,28,18.01,EH3,1
5,30,18.01,EH3,1
5,31,18.01,EH3,1
5,14,19.01,EH3,1
5,16,19.01,EH3,1
5,17,19.01,EH3,1
5,19,19.01,EH3,1
5,20,19.01,EH3,1
5,21,19.01,EH3,1
5,22,19.01,EH3,2
5,23,19.01,EH3,1
5,24,19.01,EH3,1
5,27,19.01,EH3,3
5,28,19.01,EH3,1
5,29,19.01,EH3,1
5,30,19.01,EH3,1
5,31,19.01,EH3,8
5,90,19.01,EH3,1
5,22,12am,EH3,1
5,23,12am,EH3,1
5,26,12am,EH3,1
5,27,12am,EH3,1
5,31,12am,EH3,2
5,11,6.01,EH4,1
5,12,6.01,EH4,2
5,13,6.01,EH4,1
5,14,6.01,EH4,1
5,15,6.01,EH4,1
5,16,6.01,EH4,1
5,20,6.01,EH4,1
5,21,6.01,EH4,1
5,23,6.01,EH4,1
5,26,6.01,EH4,3
5,27,6.01,EH4,1
5,28,6.01,EH4,1
5,29,6.01,EH4,3
5,30,6.01,EH4,3
5,60,6.01,EH4,1
5,70,6.01,EH4,1
5,80,6.01,EH4,1
5,10,7.01,EH4,1
5,11,7.01,EH4,1
5,12,7.01,EH4,3
5,13,7.01,EH4,2
5,14,7.01,EH4,2
5,15,7.01,EH4,2
5,16,7.01,EH4,3
5,17,7.01,EH4,1
5,18,7.01,EH4,1
5,19,7.01,EH4,4
5,20,7.01,EH4,1
5,21,7.01,EH4,4
5,22,7.01,EH4,3
5,23,7.01,EH4,5
5,24,7.01,EH4,2
5,26,7.01,EH4,1
5,27,7.01,EH4,1
5,28,7.01,EH4,1
5,29,7.01,EH4,1
5,30,7.01,EH4,5
5,31,7.01,EH4,1
5,80,7.01,EH4,1
5,90,7.01,EH4,4
5,10,8.01,EH4,5
5,12,8.01,EH4,4
5,13,8.01,EH4,7
5,14,8.01,EH4,6
5,15,8.01,EH4,4
5,16,8.01,EH4,5
5,17,8.01,EH4,1
5,19,8.01,EH4,5
5,20,8.01,EH4,9
5,21,8.01,EH4,4
5,22,8.01,EH4,4
5,23,8.01,EH4,7
5,25,8.01,EH4,2
5,26,8.01,EH4,2
5,27,8.01,EH4,3
5,28,8.01,EH4,3
5,29,8.01,EH4,2
5,30,8.01,EH4,3
5,31,8.01,EH4,2
5,60,8.01,EH4,2
5,70,8.01,EH4,2
5,80,8.01,EH4,3
5,90,8.01,EH4,2
5,10,9.01,EH4,9
5,11,9.01,EH4,5
5,12,9.01,EH4,7
5,13,9.01,EH4,4
5,14,9.01,EH4,9
5,15,9.01,EH4,6
5,16,9.01,EH4,3
5,17,9.01,EH4,4
5,18,9.01,EH4,6
5,19,9.01,EH4,5
5,20,9.01,EH4,4
5,21,9.01,EH4,9
5,22,9.01,EH4,9
5,23,9.01,EH4,9
5,24,9.01,EH4,10
5,25,9.01,EH4,8
5,26,9.01,EH4,7
5,27,9.01,EH4,8
5,28,9.01,EH4,5
5,29,9.01,EH4,15
5,30,9.01,EH4,9
5,31,9.01,EH4,9
5,70,9.01,EH4,2
5,90,9.01,EH4,10
5,10,12.01,EH4,7
5,11,12.01,EH4,7
5,12,12.01,EH4,5
5,13,12.01,EH4,4
5,14,12.01,EH4,6
5,15,12.01,EH4,5
5,16,12.01,EH4,3
5,17,12.01,EH4,2
5,18,12.01,EH4,2
5,19,12.01,EH4,10
5,20,12.01,EH4,8
5,21,12.01,EH4,11
5,22,12.01,EH4,7
5,23,12.01,EH4,6
5,24,12.01,EH4,11
5,25,12.01,EH4,15
5,26,12.01,EH4,2
5,27,12.01,EH4,3
5,28,12.01,EH4,7
5,29,12.01,EH4,6
5,30,12.01,EH4,8
5,31,12.01,EH4,9
5,60,12.01,EH4,1
5,70,12.01,EH4,2
5,90,12.01,EH4,5
5,10,15.01,EH4,3
5,11,15.01,EH4,4
5,12,15.01,EH4,8
5,13,15.01,EH4,4
5,14,15.01,EH4,5
5,15,15.01,EH4,6
5,16,15.01,EH4,4
5,17,15.01,EH4,1
5,19,15.01,EH4,3
5,20,15.01,EH4,5
5,21,15.01,EH4,7
5,22,15.01,EH4,13
5,23,15.01,EH4,12
5,24,15.01,EH4,3
5,25,15.01,EH4,4
5,26,15.01,EH4,4
5,27,15.01,EH4,6
5,28,15.01,EH4,3
5,29,15.01,EH4,2
5,30,15.01,EH4,4
5,31,15.01,EH4,7
5,60,15.01,EH4,3
5,70,15.01,EH4,2
5,80,15.01,EH4,2
5,90,15.01,EH4,3
5,10,17.01,EH4,2
5,12,17.01,EH4,4
5,14,17.01,EH4,2
5,15,17.01,EH4,2
5,16,17.01,EH4,3
5,17,17.01,EH4,1
5,19,17.01,EH4,3
5,20,17.01,EH4,4
5,21,17.01,EH4,3
5,22,17.01,EH4,4
5,23,17.01,EH4,3
5,24,17.01,EH4,1
5,25,17.01,EH4,1
5,26,17.01,EH4,2
5,27,17.01,EH4,5
5,28,17.01,EH4,4
5,29,17.01,EH4,2
5,30,17.01,EH4,1
5,31,17.01,EH4,1
5,70,17.01,EH4,1
5,80,17.01,EH4,2
5,90,17.01,EH4,1
5,10,18.01,EH4,1
5,14,18.01,EH4,2
5,15,18.01,EH4,5
5,16,18.01,EH4,5
5,19,18.01,EH4,2
5,20,18.01,EH4,3
5,21,18.01,EH4,5
5,22,18.01,EH4,1
5,23,18.01,EH4,2
5,24,18.01,EH4,1
5,25,18.01,EH4,1
5,26,18.01,EH4,1
5,27,18.01,EH4,1
5,28,18.01,EH4,1
5,29,18.01,EH4,1
5,30,18.01,EH4,3
5,31,18.01,EH4,3
5,10,19.01,EH4,6
5,12,19.01,EH4,4
5,13,19.01,EH4,3
5,14,19.01,EH4,2
5,15,19.01,EH4,2
5,16,19.01,EH4,1
5,17,19.01,EH4,2
5,19,19.01,EH4,2
5,20,19.01,EH4,3
5,21,19.01,EH4,1
5,22,19.01,EH4,4
5,23,19.01,EH4,6
5,24,19.01,EH4,6
5,25,19.01,EH4,1
5,27,19.01,EH4,1
5,28,19.01,EH4,3
5,29,19.01,EH4,4
5,30,19.01,EH4,6
5,31,19.01,EH4,8
5,90,19.01,EH4,1
5,10,12am,EH4,1
5,12,12am,EH4,2
5,13,12am,EH4,3
5,16,12am,EH4,1
5,21,12am,EH4,1
5,22,12am,EH4,1
5,23,12am,EH4,2
5,26,12am,EH4,1
5,27,12am,EH4,1
5,31,12am,EH4,1
5,14,6.01,EH5,1
5,22,6.01,EH5,1
5,31,6.01,EH5,1
5,12,7.01,EH5,1
5,14,7.01,EH5,1
5,15,7.01,EH5,1
5,20,7.01,EH5,1
5,23,7.01,EH5,1
5,26,7.01,EH5,1
5,27,7.01,EH5,1
5,28,7.01,EH5,1
5,29,7.01,EH5,4
5,30,7.01,EH5,7
5,31,7.01,EH5,1
5,10,8.01,EH5,1
5,14,8.01,EH5,1
5,19,8.01,EH5,1
5,21,8.01,EH5,3
5,25,8.01,EH5,1
5,26,8.01,EH5,3
5,27,8.01,EH5,5
5,28,8.01,EH5,9
5,29,8.01,EH5,11
5,30,8.01,EH5,5
5,11,9.01,EH5,3
5,12,9.01,EH5,3
5,13,9.01,EH5,1
5,14,9.01,EH5,1
5,16,9.01,EH5,2
5,17,9.01,EH5,2
5,18,9.01,EH5,1
5,20,9.01,EH5,1
5,21,9.01,EH5,1
5,22,9.01,EH5,1
5,23,9.01,EH5,3
5,24,9.01,EH5,4
5,25,9.01,EH5,5
5,26,9.01,EH5,1
5,27,9.01,EH5,1
5,28,9.01,EH5,5
5,29,9.01,EH5,19
5,30,9.01,EH5,11
5,31,9.01,EH5,27
5,90,9.01,EH5,3
5,12,12.01,EH5,2
5,13,12.01,EH5,1
5,16,12.01,EH5,1
5,19,12.01,EH5,2
5,21,12.01,EH5,2
5,22,12.01,EH5,2
5,23,12.01,EH5,2
5,24,12.01,EH5,2
5,25,12.01,EH5,3
5,26,12.01,EH5,1
5,27,12.01,EH5,5
5,28,12.01,EH5,10
5,29,12.01,EH5,8
5,30,12.01,EH5,12
5,31,12.01,EH5,15
5,11,15.01,EH5,1
5,13,15.01,EH5,2
5,14,15.01,EH5,2
5,15,15.01,EH5,2
