Month,Day,Hour,PostCode,Count of temporal_spatial
5,14,9.01,,1
5,16,9.01,,4
5,17,9.01,,4
5,18,9.01,,11
5,19,9.01,,10
5,20,9.01,,13
5,21,9.01,,11
5,22,9.01,,7
5,23,9.01,,5
5,24,9.01,,22
5,25,9.01,,6
5,26,9.01,,3
5,27,9.01,,4
5,28,9.01,,9
5,29,9.01,,8
5,30,9.01,,20
5,31,9.01,,16
5,60,9.01,,4
5,70,9.01,,3
5,80,9.01,,1
5,90,9.01,,2
5,10,12,,1
5,10,12.01,,3
5,11,12.01,,1
5,12,12.01,,1
5,13,12.01,,1
5,14,12.01,,1
5,15,12.01,,1
5,16,12.01,,4
5,17,12.01,,5
5,18,12.01,,9
5,19,12.01,,9
5,20,12.01,,8
5,21,12.01,,6
5,22,12.01,,3
5,23,12.01,,8
5,24,12.01,,2
5,25,12.01,,3
5,26,12.01,,2
5,27,12.01,,4
5,28,12.01,,7
5,29,12.01,,6
5,30,12.01,,11
5,31,12.01,,23
5,50,12.01,,2
5,60,12.01,,7
5,70,12.01,,1
5,90,12.01,,3
5,10,15.01,,4
5,11,15.01,,1
5,12,15.01,,1
5,14,15.01,,2
5,16,15.01,,3
5,17,15.01,,4
5,18,15.01,,8
5,19,15.01,,5
5,20,15.01,,9
5,21,15.01,,7
5,22,15.01,,7
5,23,15.01,,9
5,24,15.01,,5
5,26,15.01,,2
5,27,15.01,,7
5,28,15.01,,6
5,29,15.01,,5
5,30,15.01,,13
5,31,15.01,,6
5,60,15.01,,2
5,70,15.01,,3
5,80,15.01,,2
5,90,15.01,,3
5,10,17.01,,2
5,11,17.01,,1
5,13,17.01,,3
5,14,17.01,,2
5,15,17.01,,2
5,16,17.01,,3
5,17,17.01,,3
5,18,17.01,,3
5,19,17.01,,2
5,20,17.01,,1
5,21,17.01,,2
5,22,17.01,,4
5,23,17.01,,2
5,24,17.01,,3
5,26,17.01,,1
5,27,17.01,,3
5,28,17.01,,2
5,29,17.01,,4
5,30,17.01,,2
5,31,17.01,,2
5,50,17.01,,2
5,60,17.01,,2
5,70,17.01,,1
5,80,17.01,,2
5,90,17.01,,1
5,10,18.01,,2
5,12,18.01,,2
5,13,18.01,,2
5,14,18.01,,1
5,17,18.01,,2
5,18,18.01,,7
5,19,18.01,,1
5,20,18.01,,1
5,21,18.01,,4
5,22,18.01,,3
5,23,18.01,,2
5,24,18.01,,2
5,26,18.01,,3
5,27,18.01,,2
5,28,18.01,,5
5,31,18.01,,2
5,60,18.01,,1
5,10,19.01,,2
5,12,19.01,,2
5,13,19.01,,2
5,14,19.01,,1
5,16,19.01,,7
5,17,19.01,,2
5,18,19.01,,4
5,19,19.01,,1
5,20,19.01,,1
5,21,19.01,,6
5,22,19.01,,4
5,23,19.01,,5
5,24,19.01,,6
5,25,19.01,,1
5,26,19.01,,2
5,27,19.01,,4
5,28,19.01,,3
5,29,19.01,,3
5,30,19.01,,9
5,31,19.01,,4
5,60,19.01,,3
5,80,19.01,,1
5,90,19.01,,2
5,16,12am,,2
5,17,12am,,1
5,19,12am,,1
5,23,12am,,1
5,24,12am,,1
5,30,12am,,2
5,31,12am,,4
6,10,6.01,EH1,2
6,20,6.01,EH1,9
6,30,6.01,EH1,10
6,40,6.01,EH1,5
6,50,6.01,EH1,7
6,60,6.01,EH1,6
6,70,6.01,EH1,2
6,10,7.01,EH1,3
6,20,7.01,EH1,31
6,30,7.01,EH1,19
6,40,7.01,EH1,25
6,50,7.01,EH1,21
6,60,7.01,EH1,19
6,90,7.01,EH1,2
6,10,8.01,EH1,10
6,20,8.01,EH1,40
6,30,8.01,EH1,38
6,40,8.01,EH1,21
6,50,8.01,EH1,31
6,60,8.01,EH1,25
6,80,8.01,EH1,1
6,90,8.01,EH1,1
6,10,9.01,EH1,38
6,11,9.01,EH1,1
6,20,9.01,EH1,65
6,30,9.01,EH1,49
6,40,9.01,EH1,32
6,50,9.01,EH1,44
6,60,9.01,EH1,26
6,70,9.01,EH1,14
6,80,9.01,EH1,8
6,90,9.01,EH1,2
6,10,12,EH1,5
6,10,12.01,EH1,54
6,20,12.01,EH1,59
6,30,12.01,EH1,50
6,40,12.01,EH1,32
6,50,12.01,EH1,33
6,60,12.01,EH1,38
6,70,12.01,EH1,10
6,80,12.01,EH1,4
6,10,15.01,EH1,21
6,20,15.01,EH1,52
6,30,15.01,EH1,42
6,40,15.01,EH1,35
6,50,15.01,EH1,35
6,60,15.01,EH1,18
6,70,15.01,EH1,4
6,80,15.01,EH1,2
6,90,15.01,EH1,3
6,10,17.01,EH1,15
6,20,17.01,EH1,24
6,30,17.01,EH1,19
6,40,17.01,EH1,23
6,50,17.01,EH1,18
6,60,17.01,EH1,12
6,70,17.01,EH1,4
6,90,17.01,EH1,1
6,10,18.01,EH1,8
6,20,18.01,EH1,5
6,30,18.01,EH1,9
6,40,18.01,EH1,7
6,50,18.01,EH1,6
6,60,18.01,EH1,8
6,70,18.01,EH1,4
6,10,19.01,EH1,23
6,20,19.01,EH1,21
6,30,19.01,EH1,15
6,40,19.01,EH1,22
6,50,19.01,EH1,22
6,60,19.01,EH1,14
6,70,19.01,EH1,8
6,80,19.01,EH1,1
6,20,12am,EH1,5
6,30,12am,EH1,8
6,40,12am,EH1,3
6,50,12am,EH1,2
6,70,12am,EH1,1
6,10,6.01,EH2,1
6,20,6.01,EH2,2
6,30,6.01,EH2,3
6,50,6.01,EH2,2
6,10,7.01,EH2,3
6,20,7.01,EH2,6
6,30,7.01,EH2,6
6,40,7.01,EH2,6
6,50,7.01,EH2,6
6,60,7.01,EH2,3
6,10,8.01,EH2,1
6,20,8.01,EH2,10
6,30,8.01,EH2,4
6,40,8.01,EH2,6
6,50,8.01,EH2,3
6,60,8.01,EH2,6
6,70,8.01,EH2,2
6,90,8.01,EH2,1
6,10,9.01,EH2,11
6,20,9.01,EH2,15
6,30,9.01,EH2,11
6,40,9.01,EH2,13
6,50,9.01,EH2,5
6,60,9.01,EH2,2
6,70,9.01,EH2,3
6,10,12.01,EH2,11
6,20,12.01,EH2,10
6,30,12.01,EH2,15
6,40,12.01,EH2,10
6,50,12.01,EH2,7
6,60,12.01,EH2,17
6,70,12.01,EH2,3
6,80,12.01,EH2,3
6,10,15.01,EH2,6
6,20,15.01,EH2,12
6,30,15.01,EH2,13
6,40,15.01,EH2,16
6,50,15.01,EH2,11
6,60,15.01,EH2,8
6,10,17.01,EH2,1
6,20,17.01,EH2,7
6,30,17.01,EH2,3
6,40,17.01,EH2,4
6,50,17.01,EH2,4
6,10,18.01,EH2,2
6,20,18.01,EH2,4
6,30,18.01,EH2,3
6,40,18.01,EH2,3
6,50,18.01,EH2,2
6,60,18.01,EH2,1
6,10,19.01,EH2,4
6,20,19.01,EH2,3
6,40,19.01,EH2,3
6,50,19.01,EH2,3
6,60,19.01,EH2,4
6,70,19.01,EH2,4
6,50,12am,EH2,1
6,80,12am,EH2,1
6,10,6.01,EH3,1
6,20,6.01,EH3,2
6,30,6.01,EH3,1
6,40,6.01,EH3,4
6,50,6.01,EH3,4
6,60,6.01,EH3,2
6,10,7.01,EH3,3
6,12,7.01,EH3,1
6,20,7.01,EH3,4
6,30,7.01,EH3,3
6,40,7.01,EH3,4
6,50,7.01,EH3,2
6,60,7.01,EH3,1
6,10,8.01,EH3,3
6,20,8.01,EH3,4
6,30,8.01,EH3,2
6,40,8.01,EH3,2
6,50,8.01,EH3,3
6,60,8.01,EH3,3
6,70,8.01,EH3,1
6,10,9.01,EH3,4
6,20,9.01,EH3,25
6,30,9.01,EH3,14
6,40,9.01,EH3,5
6,50,9.01,EH3,13
6,60,9.01,EH3,8
6,70,9.01,EH3,3
6,80,9.01,EH3,4
6,10,12.01,EH3,7
6,20,12.01,EH3,10
6,30,12.01,EH3,11
6,40,12.01,EH3,7
6,50,12.01,EH3,9
6,60,12.01,EH3,13
6,70,12.01,EH3,4
6,80,12.01,EH3,5
6,10,15.01,EH3,4
6,20,15.01,EH3,16
6,30,15.01,EH3,15
6,40,15.01,EH3,12
6,50,15.01,EH3,5
6,60,15.01,EH3,10
6,70,15.01,EH3,2
6,80,15.01,EH3,2
6,10,17.01,EH3,4
6,20,17.01,EH3,2
6,30,17.01,EH3,3
6,40,17.01,EH3,3
6,50,17.01,EH3,3
6,60,17.01,EH3,1
6,70,17.01,EH3,1
6,10,18.01,EH3,3
6,20,18.01,EH3,1
6,30,18.01,EH3,3
6,40,18.01,EH3,2
6,60,18.01,EH3,4
6,70,18.01,EH3,2
6,10,19.01,EH3,1
6,20,19.01,EH3,4
6,30,19.01,EH3,5
6,40,19.01,EH3,8
6,50,19.01,EH3,3
6,60,19.01,EH3,4
6,70,19.01,EH3,1
6,10,12am,EH3,2
6,20,12am,EH3,2
6,30,12am,EH3,2
6,40,12am,EH3,2
6,50,12am,EH3,2
6,60,12am,EH3,1
6,20,6.01,EH4,6
6,30,6.01,EH4,7
6,50,6.01,EH4,1
6,60,6.01,EH4,2
6,10,7.01,EH4,1
6,11,7.01,EH4,1
6,20,7.01,EH4,6
6,30,7.01,EH4,6
6,40,7.01,EH4,8
6,50,7.01,EH4,1
6,60,7.01,EH4,1
6,90,7.01,EH4,1
6,10,8.01,EH4,4
6,20,8.01,EH4,5
6,30,8.01,EH4,3
6,40,8.01,EH4,6
6,50,8.01,EH4,7
6,60,8.01,EH4,3
6,80,8.01,EH4,1
6,90,8.01,EH4,3
6,10,9.01,EH4,13
6,11,9.01,EH4,2
6,20,9.01,EH4,18
6,30,9.01,EH4,7
6,40,9.01,EH4,12
6,50,9.01,EH4,8
6,60,9.01,EH4,13
6,70,9.01,EH4,15
6,80,9.01,EH4,9
6,90,9.01,EH4,4
6,10,12.01,EH4,10
6,20,12.01,EH4,10
6,30,12.01,EH4,13
6,40,12.01,EH4,3
6,50,12.01,EH4,12
6,60,12.01,EH4,4
6,70,12.01,EH4,7
6,80,12.01,EH4,1
6,10,15.01,EH4,8
6,20,15.01,EH4,13
6,30,15.01,EH4,5
6,40,15.01,EH4,5
6,50,15.01,EH4,10
6,60,15.01,EH4,3
6,70,15.01,EH4,8
6,80,15.01,EH4,1
6,90,15.01,EH4,2
6,10,17.01,EH4,6
6,11,17.01,EH4,1
6,20,17.01,EH4,5
6,30,17.01,EH4,5
6,40,17.01,EH4,5
6,50,17.01,EH4,5
6,60,17.01,EH4,4
6,70,17.01,EH4,2
6,10,18.01,EH4,1
6,11,18.01,EH4,1
6,20,18.01,EH4,1
6,30,18.01,EH4,2
6,40,18.01,EH4,3
6,50,18.01,EH4,1
6,60,18.01,EH4,1
6,70,18.01,EH4,1
6,80,18.01,EH4,1
6,10,19.01,EH4,3
6,11,19.01,EH4,1
6,20,19.01,EH4,4
6,30,19.01,EH4,6
6,40,19.01,EH4,3
6,60,19.01,EH4,3
6,70,19.01,EH4,1
6,80,19.01,EH4,1
6,10,12am,EH4,1
6,20,12am,EH4,1
6,30,12am,EH4,1
6,10,6.01,EH5,2
6,20,6.01,EH5,2
6,30,6.01,EH5,1
6,40,6.01,EH5,2
6,50,6.01,EH5,1
6,60,6.01,EH5,2
6,10,7.01,EH5,1
6,11,7.01,EH5,2
6,12,7.01,EH5,1
6,20,7.01,EH5,4
6,30,7.01,EH5,6
6,40,7.01,EH5,6
6,50,7.01,EH5,4
6,60,7.01,EH5,4
6,90,7.01,EH5,1
6,10,8.01,EH5,3
6,20,8.01,EH5,10
6,30,8.01,EH5,6
6,40,8.01,EH5,4
6,50,8.01,EH5,4
6,60,8.01,EH5,3
6,70,8.01,EH5,1
6,10,9.01,EH5,13
6,20,9.01,EH5,17
6,30,9.01,EH5,18
6,40,9.01,EH5,11
6,50,9.01,EH5,4
6,60,9.01,EH5,5
6,70,9.01,EH5,3
6,80,9.01,EH5,1
6,10,12.01,EH5,14
6,20,12.01,EH5,13
6,30,12.01,EH5,20
6,40,12.01,EH5,7
6,50,12.01,EH5,11
6,60,12.01,EH5,7
6,70,12.01,EH5,10
6,90,12.01,EH5,1
6,10,15.01,EH5,15
6,11,15.01,EH5,1
6,12,15.01,EH5,1
6,20,15.01,EH5,14
6,30,15.01,EH5,16
6,40,15.01,EH5,10
6,50,15.01,EH5,5
6,60,15.01,EH5,6
6,70,15.01,EH5,1
6,80,15.01,EH5,3
6,90,15.01,EH5,1
6,10,17.01,EH5,4
6,12,17.01,EH5,1
6,20,17.01,EH5,2
6,30,17.01,EH5,3
6,40,17.01,EH5,2
6,50,17.01,EH5,2
6,60,17.01,EH5,3
6,90,17.01,EH5,1
6,20,18.01,EH5,2
6,40,18.01,EH5,4
6,50,18.01,EH5,2
6,60,18.01,EH5,3
6,70,18.01,EH5,2
6,10,19.01,EH5,4
6,20,19.01,EH5,2
6,30,19.01,EH5,2
6,40,19.01,EH5,6
6,50,19.01,EH5,7
6,60,19.01,EH5,1
6,20,12am,EH5,1
6,30,12am,EH5,1
6,20,6.01,EH6,3
6,30,6.01,EH6,2
6,40,6.01,EH6,2
6,60,6.01,EH6,1
6,10,7.01,EH6,1
6,20,7.01,EH6,11
6,30,7.01,EH6,15
6,40,7.01,EH6,6
6,50,7.01,EH6,7
6,60,7.01,EH6,4
6,10,8.01,EH6,2
6,20,8.01,EH6,13
6,30,8.01,EH6,9
6,40,8.01,EH6,6
6,50,8.01,EH6,11
6,60,8.01,EH6,5
6,70,8.01,EH6,1
6,10,9.01,EH6,28
6,20,9.01,EH6,21
6,30,9.01,EH6,16
6,40,9.01,EH6,20
6,50,9.01,EH6,15
6,60,9.01,EH6,6
6,70,9.01,EH6,7
6,10,12.01,EH6,20
6,20,12.01,EH6,27
6,30,12.01,EH6,19
6,40,12.01,EH6,15
6,50,12.01,EH6,11
6,60,12.01,EH6,5
6,70,12.01,EH6,3
6,10,15.01,EH6,11
6,20,15.01,EH6,13
6,30,15.01,EH6,16
6,40,15.01,EH6,21
6,50,15.01,EH6,18
6,60,15.01,EH6,9
6,70,15.01,EH6,3
6,10,17.01,EH6,4
6,20,17.01,EH6,12
6,30,17.01,EH6,8
6,40,17.01,EH6,5
6,50,17.01,EH6,6
6,60,17.01,EH6,5
6,70,17.01,EH6,1
6,10,18.01,EH6,4
6,20,18.01,EH6,3
6,30,18.01,EH6,3
6,40,18.01,EH6,3
6,50,18.01,EH6,1
6,60,18.01,EH6,2
6,70,18.01,EH6,1
6,10,19.01,EH6,4
6,20,19.01,EH6,4
6,40,19.01,EH6,3
6,50,19.01,EH6,3
6,60,19.01,EH6,2
6,70,19.01,EH6,4
6,20,12am,EH6,1
6,30,12am,EH6,2
6,40,12am,EH6,1
6,50,12am,EH6,1
6,60,12am,EH6,1
6,10,6.01,EH7,1
6,20,6.01,EH7,4
6,30,6.01,EH7,1
6,40,6.01,EH7,1
6,50,6.01,EH7,1
6,20,7.01,EH7,3
6,30,7.01,EH7,6
6,40,7.01,EH7,3
6,50,7.01,EH7,3
6,60,7.01,EH7,1
6,70,7.01,EH7,2
6,10,8.01,EH7,2
6,20,8.01,EH7,11
6,30,8.01,EH7,8
6,40,8.01,EH7,11
6,50,8.01,EH7,6
6,60,8.01,EH7,3
6,10,9.01,EH7,12
6,20,9.01,EH7,20
6,30,9.01,EH7,6
6,40,9.01,EH7,8
6,50,9.01,EH7,5
6,60,9.01,EH7,3
6,70,9.01,EH7,3
6,10,12.01,EH7,12
6,20,12.01,EH7,12
6,30,12.01,EH7,8
6,40,12.01,EH7,10
6,50,12.01,EH7,5
6,60,12.01,EH7,4
6,70,12.01,EH7,2
6,10,15.01,EH7,4
6,20,15.01,EH7,8
6,30,15.01,EH7,5
6,40,15.01,EH7,8
6,50,15.01,EH7,5
6,60,15.01,EH7,4
6,70,15.01,EH7,1
6,10,17.01,EH7,2
6,20,17.01,EH7,5
6,30,17.01,EH7,7
6,40,17.01,EH7,5
6,50,17.01,EH7,8
6,60,17.01,EH7,4
6,10,18.01,EH7,1
6,20,18.01,EH7,3
6,40,18.01,EH7,1
6,50,18.01,EH7,1
6,60,18.01,EH7,1
6,20,19.01,EH7,4
6,30,19.01,EH7,2
6,40,19.01,EH7,1
6,50,19.01,EH7,1
6,60,19.01,EH7,1
6,70,19.01,EH7,1
6,40,12am,EH7,2
6,70,12am,EH7,1
6,20,6.01,EH8,2
6,30,6.01,EH8,2
6,40,6.01,EH8,2
6,50,6.01,EH8,1
6,60,6.01,EH8,2
6,10,7.01,EH8,1
6,20,7.01,EH8,3
6,30,7.01,EH8,3
6,40,7.01,EH8,5
6,50,7.01,EH8,4
6,60,7.01,EH8,2
6,20,8.01,EH8,2
6,30,8.01,EH8,1
6,50,8.01,EH8,1
6,60,8.01,EH8,2
6,70,8.01,EH8,1
6,10,9.01,EH8,9
6,20,9.01,EH8,9
6,30,9.01,EH8,7
6,40,9.01,EH8,2
6,50,9.01,EH8,3
6,60,9.01,EH8,5
6,70,9.01,EH8,1
6,10,12.01,EH8,1
6,20,12.01,EH8,5
6,30,12.01,EH8,6
6,40,12.01,EH8,4
6,50,12.01,EH8,4
6,60,12.01,EH8,2
6,70,12.01,EH8,2
6,10,15.01,EH8,6
6,20,15.01,EH8,6
6,30,15.01,EH8,2
6,40,15.01,EH8,5
6,50,15.01,EH8,3
6,60,15.01,EH8,4
6,10,17.01,EH8,2
6,20,17.01,EH8,4
6,30,17.01,EH8,2
6,40,17.01,EH8,2
6,50,17.01,EH8,3
6,60,17.01,EH8,2
6,20,18.01,EH8,1
6,10,19.01,EH8,1
6,20,19.01,EH8,1
6,40,19.01,EH8,2
6,10,12am,EH8,1
6,20,12am,EH8,2
6,40,12am,EH8,1
6,50,12am,EH8,1
6,20,6.01,EH9,1
6,30,6.01,EH9,1
6,10,7.01,EH9,1
6,20,7.01,EH9,2
6,30,7.01,EH9,2
6,40,7.01,EH9,2
6,50,7.01,EH9,4
6,60,7.01,EH9,1
6,10,8.01,EH9,1
6,20,8.01,EH9,2
6,30,8.01,EH9,1
6,50,8.01,EH9,1
6,90,8.01,EH9,1
6,10,9.01,EH9,3
6,20,9.01,EH9,8
6,30,9.01,EH9,5
6,40,9.01,EH9,4
6,50,9.01,EH9,2
6,10,12.01,EH9,5
6,20,12.01,EH9,8
6,30,12.01,EH9,6
6,40,12.01,EH9,2
6,50,12.01,EH9,7
6,60,12.01,EH9,2
6,10,15.01,EH9,8
6,20,15.01,EH9,10
6,30,15.01,EH9,8
6,40,15.01,EH9,5
6,50,15.01,EH9,4
6,70,15.01,EH9,1
6,20,17.01,EH9,1
6,30,17.01,EH9,1
6,40,17.01,EH9,2
6,10,18.01,EH9,2
6,40,18.01,EH9,1
6,70,18.01,EH9,1
6,10,19.01,EH9,2
6,30,19.01,EH9,1
6,40,19.01,EH9,2
6,50,19.01,EH9,1
6,60,19.01,EH9,1
6,70,19.01,EH9,1
6,30,12am,EH9,1
6,20,9.01,FK2,1
6,20,12.01,FK2,1
6,10,6.01,FK8,1
6,30,12.01,FK9,2
6,30,9.01,G1,1
6,20,9.01,G12,1
6,20,8.01,G2,1
6,50,9.01,G2,1
6,20,12.01,G2,1
6,40,12.01,G2,1
6,30,17.01,G21,1
6,20,7.01,G66,1
6,10,9.01,KY1,1
6,20,9.01,KY1,2
6,30,9.01,KY1,1
6,50,9.01,KY1,1
6,70,9.01,KY1,1
6,60,15.01,KY1,1
6,20,17.01,KY1,1
6,20,8.01,KY4,1
6,60,8.01,KY4,1
6,30,15.01,KY6,1
6,10,9.01,NE1,1
6,40,9.01,PA1,1
6,20,18.01,PH1,1
6,20,7.01,PH2,1
6,20,9.01,PH7,1
6,30,9.01,PH7,2
6,20,12.01,PH7,1
6,30,12.01,PH7,2
6,30,9.01,RH5,1
6,40,9.01,TD1,1
6,30,12.01,TD1,1
6,40,15.01,TD1,1
6,10,7.01,TD7,1
6,60,9.01,TD7,1
6,20,9.01,WC1,1
6,70,9.01,WC1,1
6,20,17.01,WC1,1
6,20,6.01,,2
6,30,6.01,,1
6,40,6.01,,1
6,50,6.01,,2
6,60,6.01,,3
6,10,7.01,,1
6,20,7.01,,11
6,30,7.01,,5
6,40,7.01,,5
6,50,7.01,,4
6,60,7.01,,2
6,20,8.01,,9
6,30,8.01,,5
6,40,8.01,,5
6,50,8.01,,5
6,60,8.01,,2
6,10,9.01,,9
6,11,9.01,,1
6,20,9.01,,14
6,30,9.01,,14
6,40,9.01,,9
6,50,9.01,,7
6,60,9.01,,9
6,70,9.01,,7
6,80,9.01,,3
6,10,12.01,,6
6,11,12.01,,1
6,20,12.01,,7
6,30,12.01,,13
6,40,12.01,,3
6,50,12.01,,3
6,60,12.01,,6
6,70,12.01,,1
6,80,12.01,,2
6,10,15.01,,8
6,20,15.01,,13
6,30,15.01,,9
6,40,15.01,,7
6,50,15.01,,7
6,60,15.01,,5
6,10,17.01,,4
6,20,17.01,,7
6,30,17.01,,4
6,40,17.01,,4
6,50,17.01,,2
6,60,17.01,,1
6,70,17.01,,1
6,10,18.01,,4
6,20,18.01,,2
6,30,18.01,,5
6,40,18.01,,2
6,50,18.01,,2
6,10,19.01,,4
6,20,19.01,,4
6,30,19.01,,4
6,40,19.01,,8
6,50,19.01,,4
6,60,19.01,,2
6,70,19.01,,2
6,10,12am,,1
6,20,12am,,1
6,30,12am,,1
(blank),,,,
AVG,,,,5.413634463
Grand Total,,,,12944
MAX,,,,77
MIN,,,,1